cmd,data1,data0
0,112,130
127,0,130
0,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,127,112
130,0,0
130,127,112
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,127,112
130,127,112
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,0,0
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,0,0
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,112
130,127,96
130,127,112
130,127,112
130,127,96
130,127,96
130,127,112
130,127,96
130,127,112
130,127,112
130,127,112
130,127,112
130,127,96
130,127,112
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,96
130,127,80
130,127,80
130,127,96
130,127,96
130,127,96
130,127,96
130,127,80
130,127,96
130,127,96
130,127,80
130,127,96
130,127,80
130,130,127
80,130,127
96,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
80,130,127
64,130,127
48,130,127
64,130,127
64,130,127
80,130,127
64,130,127
80,130,127
80,130,127
64,130,127
64,130,127
48,130,127
48,130,127
48,130,127
64,130,127
48,130,127
80,130,127
64,130,127
32,127,80
130,127,64
130,127,48
130,127,32
130,127,16
130,126,96
130,126,96
130,80,130
126,96,130
125,80,130
125,48,130
123,48,130
123,48,130
123,64,130
123,48,130
123,32,130
123,16,130
123,32,130
123,112,130
122,116,130
122,0,130
123,80,130
122,48,130
122,48,130
122,0,130
122,112,130
121,112,130
121,112,130
121,112,130
121,112,130
121,112,130
121,96,130
121,112,130
121,80,130
121,80,130
121,80,130
121,80,130
121,80,130
121,80,130
121,64,130
121,64,130
121,64,130
121,64,130
121,48,130
121,64,130
121,64,130
121,48,130
121,64,130
121,48,130
121,48,130
121,48,130
121,64,130
121,64,130
121,48,130
121,32,130
121,32,130
121,48,130
121,16,130
121,32,130
121,48,130
121,16,130
121,32,130
121,32,130
121,16,130
121,16,130
121,16,130
121,0,130
121,16,130
121,16,130
121,16,130
121,16,130
121,0,130
121,16,130
121,0,130
121,0,130
121,0,130
121,0,130
121,112,130
120,112,130
120,0,130
121,0,130
121,0,130
121,112,130
120,0,130
121,112,130
120,112,130
120,112,130
120,112,130
120,112,130
120,96,130
120,112,130
120,112,130
120,112,130
120,112,130
120,112,130
120,112,130
120,96,130
120,96,130
120,96,130
120,96,130
120,96,130
120,96,130
120,96,130
120,112,130
120,96,130
120,96,130
120,80,130
120,80,130
120,80,130
120,96,130
120,96,130
120,96,130
120,80,130
120,80,130
120,80,130
120,64,130
120,64,130
120,80,130
120,80,130
120,80,130
120,80,130
120,80,130
120,64,130
120,80,130
120,64,130
120,64,130
120,64,130
120,64,130
120,64,130
120,48,130
120,64,130
120,80,130
120,64,130
120,64,130
120,64,130
120,64,130
120,48,130
120,48,130
120,64,130
120,64,130
120,48,130
120,64,130
120,64,130
120,64,130
120,48,130
120,48,130
120,48,130
120,48,130
120,48,130
120,64,130
120,48,130
120,64,130
120,48,130
120,48,130
120,48,130
120,48,130
120,48,130
120,16,130
120,32,130
120,32,130
120,48,130
120,32,130
120,32,130
120,32,130
120,32,130
120,64,130
120,32,130
120,32,130
120,32,130
120,32,130
120,32,130
120,16,130
120,32,130
120,32,130
120,32,130
120,32,130
120,32,130
120,32,130
120,16,130
120,16,130
120,16,130
120,0,130
120,16,130
120,16,48
0,130,120
0,130,120
16,130,120
32,130,120
16,130,120
32,130,120
32,130,120
0,130,120
16,130,120
32,130,120
16,130,120
16,130,120
16,130,120
0,130,120
0,130,120
16,130,120
0,130,120
0,130,120
0,130,120
0,130,120
0,130,120
0,130,119
112,130,120
0,130,120
0,130,120
0,130,120
0,130,120
0,130,120
0,130,119
112,130,120
0,130,120
0,130,120
0,130,120
0,130,119
112,130,120
0,130,120
0,130,119
112,130,120
0,130,119
112,130,119
112,130,119
96,130,119
112,48,0
112,119,112
130,120,0
130,120,0
130,119,112
130,120,0
130,119,112
130,119,112
130,119,112
130,119,112
130,120,0
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
146,119,112
130,119,112
130,120,0
130,119,112
130,119,112
130,119,112
130,119,96
130,119,112
130,119,96
130,119,112
130,119,112
130,119,112
130,119,112
130,119,112
130,119,96
130,119,112
130,119,96
130,119,112
130,119,96
130,119,96
130,119,112
130,119,96
130,119,112
130,119,112
130,119,112
130,119,96
130,119,96
130,119,96
130,119,96
130,119,96
130,119,96
130,119,96
130,119,96
130,119,112
130,119,112
130,119,112
130,119,96
130,119,96
130,119,96
130,119,80
130,119,112
130,119,96
130,119,96
130,119,96
130,119,96
130,119,96
130,119,80
130,119,80
130,119,80
130,119,80
130,119,80
130,119,80
130,119,112
130,119,80
130,119,80
130,119,80
130,119,96
130,119,96
130,119,96
130,119,96
130,119,80
130,119,96
130,119,96
130,119,96
130,119,112
130,119,96
130,119,96
130,119,96
130,119,96
130,119,80
130,119,80
130,119,80
130,119,80
130,119,80
130,119,80
130,119,80
130,119,80
130,119,64
130,119,80
130,119,64
130,119,80
130,119,48
130,119,64
130,119,64
130,119,80
130,119,64
130,119,64
130,119,48
130,130,119
64,130,119
64,130,119
80,130,119
64,130,119
64,130,119
64,130,119
64,130,119
48,130,119
49,130,119
48,130,119
48,130,119
64,130,119
48,130,119
48,130,119
32,130,119
32,130,119
32,49,0
32,119,48
130,119,32
130,119,32
130,119,16
130,119,32
130,119,32
130,119,16
130,119,16
130,119,16
130,119,16
130,119,16
130,119,0
130,119,16
130,119,16
130,119,0
130,119,0
130,118,112
130,119,0
130,118,112
130,118,112
130,119,0
130,118,112
130,119,0
130,118,96
130,118,112
130,118,96
130,118,96
130,118,80
130,118,96
130,118,80
130,118,80
130,118,96
130,118,80
130,118,80
130,118,80
130,118,80
130,118,64
130,118,64
130,118,64
130,118,48
130,118,64
130,118,80
130,118,64
130,118,64
130,118,64
130,118,48
130,118,48
130,118,64
130,118,64
130,118,64
130,118,64
130,118,32
130,118,64
130,118,64
130,118,48
130,118,48
130,118,32
130,118,48
130,118,48
130,118,48
130,118,32
130,118,32
130,118,32
130,118,32
130,118,16
130,118,32
130,118,16
130,118,32
130,118,32
130,118,48
130,118,32
130,118,32
130,118,32
130,118,32
130,118,16
130,118,16
130,118,16
130,118,16
130,118,32
130,118,16
130,118,16
130,118,16
130,118,16
130,118,0
130,118,16
130,118,16
130,118,16
130,118,16
130,118,16
130,118,0
130,118,16
130,118,16
130,118,0
130,118,16
130,118,16
130,118,16
130,118,16
130,118,16
130,118,0
130,118,32
130,16,32
48,0,130
118,32,130
118,0,130
118,0,130
118,16,130
118,0,130
118,0,130
118,0,130
118,16,130
118,0,130
118,0,130
118,0,130
118,0,130
118,16,130
118,0,130
118,0,130
118,0,130
118,0,130
118,0,130
118,0,130
118,0,130
118,0,130
118,112,130
117,0,130
118,0,130
118,0,130
118,112,130
117,112,130
117,96,130
117,114,130
117,112,130
117,112,130
117,112,130
117,112,130
117,112,130
117,112,130
117,96,130
117,112,130
117,112,130
117,96,130
117,96,130
117,112,130
117,96,130
117,80,130
117,80,130
117,80,130
117,80,130
117,96,130
117,80,130
117,80,130
117,96,130
117,96,130
117,80,130
117,80,130
117,80,130
117,80,130
117,80,130
117,80,130
117,80,130
117,80,130
117,80,130
117,64,130
117,80,130
117,64,130
117,64,130
117,96,130
117,80,130
117,64,130
117,80,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,64,130
117,48,130
117,32,130
117,48,130
117,48,130
117,48,130
117,48,130
117,32,130
117,32,130
117,48,130
117,16,130
117,48,130
117,16,130
117,0,130
117,16,130
117,0,130
117,0,130
117,16,130
117,32,130
117,16,130
117,32,130
117,16,130
117,16,130
117,16,130
117,0,130
117,16,130
117,0,130
117,16,130
117,112,130
116,0,130
117,112,130
116,0,130
117,112,130
116,16,130
117,0,130
117,16,130
117,0,130
117,112,130
116,0,130
117,112,130
116,112,130
116,112,130
116,112,130
116,112,130
116,112,130
116,0,130
117,112,130
116,112,130
116,0,130
117,0,130
117,112,130
116,112,130
116,112,130
116,96,130
116,96,130
116,96,130
116,112,130
116,80,130
116,112,130
116,112,130
116,96,130
116,96,130
116,112,130
116,96,130
116,112,130
116,80,130
116,80,130
116,80,130
116,64,130
116,80,130
116,64,130
116,64,130
116,48,130
116,64,130
116,64,130
116,64,130
116,64,130
116,48,130
116,48,130
116,32,130
116,48,130
116,32,130
116,32,130
116,48,130
116,32,130
116,32,130
116,32,130
116,16,130
116,16,130
116,32,130
116,16,130
116,16,130
116,16,130
116,0,130
116,96,130
115,16,130
116,16,130
116,16,130
116,0,130
116,112,130
115,0,130
116,112,130
115,0,130
116,112,130
115,0,130
116,0,130
116,112,130
115,112,130
115,112,130
115,112,130
115,112,130
115,0,130
116,112,130
115,112,130
115,112,130
115,96,130
115,96,48
0,130,115
112,130,115
112,130,115
112,130,115
112,130,115
80,130,115
96,130,115
80,130,115
96,130,115
80,130,115
96,130,115
96,130,115
80,130,115
96,130,115
96,130,115
96,194,115
64,130,115
80,130,115
80,130,115
80,130,115
80,130,115
80,130,115
80,130,115
96,130,115
80,130,115
48,130,115
80,130,115
64,130,115
80,130,115
80,130,115
64,130,115
64,130,115
64,130,115
80,130,115
80,130,115
80,130,115
96,130,115
80,130,115
64,130,115
80,130,115
64,130,115
64,130,115
64,130,115
64,130,115
64,130,115
80,130,115
80,130,115
80,130,115
80,130,115
80,130,115
64,130,115
80,130,115
64,130,115
64,130,115
64,130,115
64,130,115
64,80,130
115,64,130
115,64,130
115,64,130
115,80,130
115,80,130
115,64,130
115,65,130
115,64,130
115,64,130
115,48,130
115,48,130
115,64,130
115,64,130
115,64,130
115,48,130
115,48,130
115,48,130
115,48,130
115,48,130
115,48,130
115,64,130
115,48,130
115,48,130
115,49,130
115,48,130
115,48,130
115,32,130
115,48,130
115,48,130
115,48,130
115,48,130
115,32,130
115,32,130
115,32,130
115,32,130
115,32,130
115,16,130
115,16,130
115,32,130
115,32,130
115,32,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,16,130
115,0,130
115,0,130
115,16,130
115,0,130
115,0,130
115,0,130
115,16,130
115,16,130
115,0,130
115,0,130
115,0,130
115,112,130
114,0,130
115,16,130
115,0,130
115,0,130
115,0,130
115,112,130
114,112,130
114,0,130
115,0,130
115,0,130
115,0,130
115,112,130
114,0,130
115,0,130
115,112,130
114,0,130
115,112,130
114,112,130
114,112,130
114,130,114
112,130,115
0,130,114
112,130,114
112,130,114
112,130,114
112,130,114
96,130,114
112,130,114
112,130,114
112,130,114
112,130,114
112,130,114
112,130,114
96,130,114
112,130,114
112,112,130
114,112,130
114,112,130
114,96,130
114,96,130
114,96,130
114,96,130
114,96,130
114,96,130
114,96,130
114,112,130
114,96,130
114,96,130
114,96,130
114,96,130
114,96,130
114,96,130
114,80,130
114,80,130
114,64,130
114,80,130
114,80,130
114,80,130
114,80,130
114,82,130
114,80,130
114,80,130
114,80,130
114,64,130
114,80,130
114,80,130
114,80,130
114,66,130
114,64,130
114,80,130
114,64,130
114,64,130
114,64,130
114,64,130
114,64,130
114,64,130
114,64,130
114,64,130
114,64,130
114,48,130
114,64,130
114,32,130
114,48,130
114,48,130
114,48,130
242,48,130
114,32,130
114,32,130
114,32,130
114,32,130
114,32,130
114,32,130
114,48,130
114,32,130
114,16,130
114,16,130
114,0,130
114,16,130
114,16,130
114,16,130
114,16,130
114,0,130
114,16,130
114,0,130
114,0,130
114,0,130
114,0,130
114,112,130
113,96,130
113,112,130
113,96,130
113,112,130
113,112,130
113,112,130
113,112,130
113,112,130
113,96,130
113,96,130
113,96,130
113,96,130
113,96,130
113,80,130
113,80,130
113,80,130
113,80,130
113,80,130
113,80,130
113,64,130
113,64,130
113,64,130
113,64,130
113,64,130
113,64,130
113,48,130
113,48,130
113,48,130
113,48,130
113,64,130
113,32,130
113,32,130
113,32,130
113,32,130
113,16,130
113,16,130
113,16,130
113,16,130
113,16,130
113,16,130
113,16,130
113,16,130
113,0,130
113,16,130
113,16,130
113,113,0
130,113,0
130,112,112
130,112,112
130,112,96
130,112,112
130,112,112
130,112,96
130,112,112
130,112,112
130,112,112
130,112,96
130,112,96
130,112,112
130,112,96
130,112,96
130,112,96
130,112,112
130,112,112
130,112,96
130,112,80
130,112,80
130,96,130
112,80,130
112,96,130
112,96,130
112,96,130
112,96,130
112,80,130
112,112,64
130,112,64
130,112,64
130,112,64
130,112,64
130,112,48
130,112,48
130,112,48
130,112,48
130,112,32
130,112,32
130,112,32
130,112,32
130,112,16
130,112,16
130,112,16
130,112,32
130,112,16
130,112,0
130,112,16
130,112,0
130,111,112
130,112,0
130,111,112
130,112,0
130,111,112
130,111,112
130,111,112
130,111,112
130,111,112
130,111,96
130,111,96
130,111,96
130,111,96
130,111,96
130,111,80
130,111,64
130,111,64
130,111,64
130,111,64
130,111,64
130,111,48
130,111,64
130,111,48
130,111,32
130,111,48
130,111,48
130,111,32
130,111,16
130,111,32
130,111,32
130,111,16
130,111,16
130,111,16
130,111,0
130,111,16
130,111,16
130,111,0
130,111,0
130,111,0
130,111,0
130,111,0
130,111,0
130,110,112
130,110,112
130,110,112
130,110,112
130,110,96
130,110,80
130,110,96
130,110,96
130,110,80
130,110,80
130,110,80
130,110,64
130,110,64
130,110,64
130,110,64
130,110,48
130,110,64
130,110,48
130,110,48
130,110,32
130,110,32
130,110,32
130,110,48
130,110,48
130,110,48
130,110,32
130,110,48
130,110,32
130,110,32
130,110,32
130,110,32
130,110,33
130,110,16
130,110,16
130,110,16
130,109,112
130,110,0
130,110,0
130,110,0
130,110,0
130,109,112
130,109,112
130,109,112
130,109,112
130,109,112
130,109,96
130,109,112
130,109,96
130,109,96
130,109,96
130,109,80
130,109,80
130,130,109
80,130,109
64,130,109
48,130,109
64,130,109
64,130,109
80,130,109
64,130,109
64,130,109
48,130,109
64,130,109
48,130,109
48,130,109
48,130,109
48,130,109
32,130,109
48,130,109
32,130,109
32,130,109
32,130,109
32,130,109
32,130,109
32,130,109
16,130,109
16,130,109
16,130,109
0,130,109
0,130,109
0,130,109
0,130,109
16,130,109
0,130,108
112,130,109
16,130,109
0,130,108
112,130,108
112,130,108
112,130,108
80,130,108
112,130,108
96,130,108
96,130,108
96,130,108
96,130,108
80,130,108
80,146,108
80,130,108
96,130,108
80,130,108
64,64,130
108,64,130
108,64,130
108,64,130
108,64,130
108,64,130
108,48,130
108,64,130
108,64,130
108,64,130
108,32,130
108,48,130
108,48,130
108,64,130
108,48,130
108,48,130
108,48,130
108,48,130
108,32,130
108,48,130
108,32,130
108,48,130
108,32,130
108,48,130
108,32,130
108,32,130
108,48,130
108,32,130
108,48,130
108,32,130
108,32,130
108,32,130
108,48,130
108,32,130
108,32,130
108,32,130
108,32,130
108,130,108
16,130,108
32,130,108
32,130,108
16,130,108
16,130,108
16,130,108
16,130,108
16,130,108
0,130,108
16,130,108
0,130,108
32,130,108
32,130,108
32,130,108
16,130,108
32,130,108
16,130,108
16,130,108
18,130,108
16,130,108
0,130,108
16,130,108
0,130,108
16,130,108
16,130,108
16,130,108
0,130,108
0,130,107
112,130,108
0,130,108
0,130,108
0,130,107
112,130,108
0,130,107
96,130,107
112,130,107
96,130,107
112,130,107
112,130,107
96,130,107
96,130,107
96,130,107
80,130,107
80,130,107
80,130,107
80,130,107
96,130,107
64,130,107
64,130,107
80,130,107
64,130,107
64,130,107
80,130,107
64,48,0
64,107,80
130,107,64
130,107,64
130,107,64
130,107,64
130,107,64
130,107,64
130,107,48
130,107,48
130,107,64
130,107,48
130,107,64
130,107,48
130,107,48
130,107,48
130,107,32
130,107,48
130,107,48
130,107,32
130,107,16
130,107,32
130,107,32
130,107,32
130,107,32
130,107,16
130,107,32
130,107,16
130,107,16
130,107,32
130,107,32
130,107,16
130,107,32
130,107,32
130,107,16
130,107,16
130,107,16
130,107,16
130,107,32
130,107,16
130,107,16
130,107,16
130,107,16
130,107,32
130,107,16
130,107,16
130,107,16
130,107,16
130,107,0
130,107,16
130,107,16
130,107,0
130,107,16
130,107,16
130,107,0
130,107,0
130,107,0
130,107,0
130,107,0
130,107,0
130,45,0
130,0,130
107,0,130
107,0,130
107,112,130
106,112,130
106,0,130
107,0,130
107,0,130
107,0,130
107,0,130
107,112,130
106,0,130
107,112,130
106,112,130
106,112,130
106,112,130
106,112,130
106,112,130
106,112,130
106,96,130
106,112,130
106,112,130
106,112,130
106,96,130
106,96,130
106,81,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,96,130
106,80,130
106,80,130
106,80,130
106,80,130
106,64,130
106,80,130
106,80,130
106,80,130
106,80,130
106,80,130
106,80,130
106,64,130
106,80,130
106,64,130
106,64,130
106,80,130
106,80,130
106,80,130
106,64,130
106,64,130
106,64,130
106,64,130
106,64,130
106,80,130
106,80,130
106,64,130
106,64,130
106,64,130
106,64,130
106,64,130
106,64,130
106,48,130
106,64,130
106,64,130
106,130,106
64,130,106
48,130,106
64,130,106
48,130,106
48,130,106
32,130,106
48,130,106
64,130,106
48,130,106
48,130,106
48,130,106
80,130,106
48,130,106
48,130,106
48,130,106
48,130,106
48,130,106
32,130,106
32,130,106
48,130,106
32,130,106
48,130,106
48,130,106
32,130,106
32,130,106
16,130,106
32,130,106
48,130,106
32,130,106
32,130,106
16,130,106
16,130,106
32,130,106
32,130,106
16,130,106
0,130,106
16,130,106
16,130,106
0,130,106
16,130,106
16,130,106
16,130,105
112,130,106
0,130,106
16,130,106
0,130,105
112,130,106
0,130,105
112,130,105
112,130,105
112,130,105
112,130,105
112,130,106
0,130,106
0,130,106
0,130,105
112,130,105
96,130,105
96,130,105
80,130,105
112,130,105
112,130,105
96,130,105
96,130,105
112,130,105
112,130,105
80,130,105
112,130,105
96,130,105
96,130,105
96,130,105
96,130,105
80,130,105
96,130,105
96,130,105
80,130,105
96,130,105
96,130,105
80,130,105
80,130,105
80,130,105
80,130,105
80,130,105
64,130,105
80,130,105
64,130,105
64,130,105
48,130,105
64,130,105
64,130,105
64,130,105
48,130,105
64,130,105
48,130,105
48,130,105
48,130,105
48,130,105
32,130,105
48,130,105
32,130,105
32,130,105
16,130,105
32,130,105
48,130,105
16,130,105
16,130,105
16,130,105
16,130,105
16,130,105
16,130,105
16,130,105
16,130,105
0,130,105
0,130,105
16,130,104
112,130,105
0,130,104
112,130,104
112,130,105
0,130,104
112,130,104
112,130,104
96,130,104
112,130,104
96,130,104
96,130,104
96,130,104
96,130,104
96,130,104
112,130,104
96,130,104
112,130,104
80,130,104
80,130,104
96,130,104
80,130,104
112,130,104
80,130,104
80,130,104
80,130,104
80,130,104
80,130,104
96,130,104
80,130,104
80,130,104
80,130,104
64,130,104
64,130,104
80,130,104
48,130,104
